10,10,10,cook_carrot1_scene6,0,0.0,10.074,ActionXXX0,MainObjectXXX0,
10,10,10,cook_carrot1_scene6,1,10.074,20.906999999999996,ActionXXX1,MainObjectXXX1,
10,10,10,cook_carrot1_scene6,2,20.906999999999996,25.667999999999996,ActionXXX2,MainObjectXXX2,
10,10,10,cook_carrot1_scene6,3,25.667999999999996,28.772999999999996,ActionXXX3,MainObjectXXX3,
10,10,10,cook_carrot1_scene6,4,28.772999999999996,29.876999999999995,ActionXXX4,MainObjectXXX4,
10,10,10,cook_carrot1_scene6,5,29.876999999999995,35.949,ActionXXX5,MainObjectXXX5,
10,10,10,cook_carrot1_scene6,6,35.949,51.19799999999999,ActionXXX6,MainObjectXXX6,
10,10,10,cook_carrot1_scene6,7,51.19799999999999,54.57899999999999,ActionXXX7,MainObjectXXX7,
10,10,10,cook_carrot1_scene6,8,54.57899999999999,58.85699999999999,ActionXXX8,MainObjectXXX8,
10,10,10,cook_carrot1_scene6,9,58.85699999999999,61.892999999999994,ActionXXX9,MainObjectXXX9,TargetObjectXXX9
10,10,10,cook_carrot1_scene6,10,61.892999999999994,65.205,ActionXXX10,MainObjectXXX10,
10,10,10,cook_carrot1_scene6,11,65.205,68.517,ActionXXX11,MainObjectXXX11,
