10,10,10,drink_alcohol_while_watching_television3_scene5,0,0.0,4.968,ActionXXX0,MainObjectXXX0,
10,10,10,drink_alcohol_while_watching_television3_scene5,1,4.968,8.349,ActionXXX1,MainObjectXXX1,
10,10,10,drink_alcohol_while_watching_television3_scene5,2,8.349,10.764,ActionXXX2,MainObjectXXX2,
10,10,10,drink_alcohol_while_watching_television3_scene5,3,10.764,13.869,ActionXXX3,MainObjectXXX3,
10,10,10,drink_alcohol_while_watching_television3_scene5,4,13.869,20.769,ActionXXX4,MainObjectXXX4,
10,10,10,drink_alcohol_while_watching_television3_scene5,5,20.769,28.496999999999996,ActionXXX5,MainObjectXXX5,
10,10,10,drink_alcohol_while_watching_television3_scene5,6,28.496999999999996,31.601999999999997,ActionXXX6,MainObjectXXX6,
10,10,10,drink_alcohol_while_watching_television3_scene5,7,31.601999999999997,40.364999999999995,ActionXXX7,MainObjectXXX7,
10,10,10,drink_alcohol_while_watching_television3_scene5,8,40.364999999999995,42.504,ActionXXX8,MainObjectXXX8,
10,10,10,drink_alcohol_while_watching_television3_scene5,9,42.504,53.888999999999996,ActionXXX9,MainObjectXXX9,
10,10,10,drink_alcohol_while_watching_television3_scene5,10,53.888999999999996,64.446,ActionXXX10,MainObjectXXX10,
10,10,10,drink_alcohol_while_watching_television3_scene5,11,64.446,73.83,ActionXXX11,,
10,10,10,drink_alcohol_while_watching_television3_scene5,12,73.83,77.41799999999999,ActionXXX12,MainObjectXXX12,
10,10,10,drink_alcohol_while_watching_television3_scene5,13,77.41799999999999,83.35199999999999,ActionXXX13,MainObjectXXX13,
10,10,10,drink_alcohol_while_watching_television3_scene5,14,83.35199999999999,86.38799999999999,ActionXXX14,MainObjectXXX14,TargetObjectXXX14
10,10,10,drink_alcohol_while_watching_television3_scene5,15,86.38799999999999,95.77199999999999,ActionXXX15,MainObjectXXX15,
